#type	lbl	state	src	src_idx
animated-tile	small_fire	3	data/animated-tiles_tiles/small_fire_3.png	0
animated-tile	small_fire	4	data/animated-tiles_tiles/small_fire_4.png	0
animated-tile	small_fire	5	data/animated-tiles_tiles/small_fire_5.png	0
animated-tile	water_waves	0	data/animated-tiles_tiles/water_waves_0.png	0
animated-tile	water_waves	1	data/animated-tiles_tiles/water_waves_1.png	0
animated-tile	water_waves	2	data/animated-tiles_tiles/water_waves_2.png	0
animated-tile	water_waves	3	data/animated-tiles_tiles/water_waves_3.png	0
animated-tile	water_waves	4	data/animated-tiles_tiles/water_waves_4.png	0
animated-tile	water_waves	5	data/animated-tiles_tiles/water_waves_5.png	0
animated-tile	water_waves	6	data/animated-tiles_tiles/water_waves_6.png	0
animated-tile	water_waves	7	data/animated-tiles_tiles/water_waves_7.png	0
animated-tile	water_waves	8	data/animated-tiles_tiles/water_waves_8.png	0
animated-tile	poison_bubbles	0	data/animated-tiles_tiles/poison_bubbles_0.png	0
animated-tile	poison_bubbles	1	data/animated-tiles_tiles/poison_bubbles_1.png	0
animated-tile	poison_bubbles	2	data/animated-tiles_tiles/poison_bubbles_2.png	0
animated-tile	poison_bubbles	3	data/animated-tiles_tiles/poison_bubbles_3.png	0
animated-tile	poison_bubbles	4	data/animated-tiles_tiles/poison_bubbles_4.png	0
animated-tile	poison_bubbles	5	data/animated-tiles_tiles/poison_bubbles_5.png	0
animated-tile	poison_bubbles	6	data/animated-tiles_tiles/poison_bubbles_6.png	0
animated-tile	poison_bubbles	7	data/animated-tiles_tiles/poison_bubbles_7.png	0
animated-tile	poison_bubbles	8	data/animated-tiles_tiles/poison_bubbles_8.png	0
animated-tile	poison_bubbles	9	data/animated-tiles_tiles/poison_bubbles_9.png	0
animated-tile	poison_bubbles	10	data/animated-tiles_tiles/poison_bubbles_10.png	0
enemy	orc	base	data/monsters_tiles/orc.png	0
enemy	orc_wizard	base	data/monsters_tiles/orc_wizard.png	0
enemy	goblin	base	data/monsters_tiles/goblin.png	0
enemy	orc_blademaster	base	data/monsters_tiles/orc_blademaster.png	0
enemy	orc_warchief	base	data/monsters_tiles/orc_warchief.png	0
enemy	goblin_archer	base	data/monsters_tiles/goblin_archer.png	0
enemy	goblin_mage	base	data/monsters_tiles/goblin_mage.png	0
enemy	goblin_brute	base	data/monsters_tiles/goblin_brute.png	0
enemy	ettin	base	data/monsters_tiles/ettin.png	0
enemy	two_headed_ettin	base	data/monsters_tiles/two_headed_ettin.png	0
enemy	troll	base	data/monsters_tiles/troll.png	0
enemy	small_slime	base	data/monsters_tiles/small_slime.png	0
enemy	big_slime	base	data/monsters_tiles/big_slime.png	0
enemy	slimebody	base	data/monsters_tiles/slimebody.png	0
enemy	merged_slimebodies	base	data/monsters_tiles/merged_slimebodies.png	0
enemy	faceless_monk	base	data/monsters_tiles/faceless_monk.png	0
enemy	unholy_cardinal	base	data/monsters_tiles/unholy_cardinal.png	0
enemy	skeleton	base	data/monsters_tiles/skeleton.png	0
enemy	skeleton_archer	base	data/monsters_tiles/skeleton_archer.png	0
enemy	lich	base	data/monsters_tiles/lich.png	0
enemy	death_knight	base	data/monsters_tiles/death_knight.png	0
enemy	zombie	base	data/monsters_tiles/zombie.png	0
enemy	ghoul	base	data/monsters_tiles/ghoul.png	0
enemy	banshee	base	data/monsters_tiles/banshee.png	0
enemy	reaper	base	data/monsters_tiles/reaper.png	0
enemy	wraith	base	data/monsters_tiles/wraith.png	0
enemy	cultist	base	data/monsters_tiles/cultist.png	0
enemy	hagwitch	base	data/monsters_tiles/hagwitch.png	0
enemy	giant_centipede	base	data/monsters_tiles/giant_centipede.png	0
enemy	lampreymander	base	data/monsters_tiles/lampreymander.png	0
enemy	giant_earthworm	base	data/monsters_tiles/giant_earthworm.png	0
enemy	manticore	base	data/monsters_tiles/manticore.png	0
enemy	giant_ant	base	data/monsters_tiles/giant_ant.png	0
enemy	lycanthrope	base	data/monsters_tiles/lycanthrope.png	0
enemy	giant_bata	base	data/monsters_tiles/giant_bata.png	0
enemy	lesser_giant_ant	base	data/monsters_tiles/lesser_giant_ant.png	0
enemy	giant_spider	base	data/monsters_tiles/giant_spider.png	0
enemy	lesser_giant_spider	base	data/monsters_tiles/lesser_giant_spider.png	0
enemy	wargdire_wolf	base	data/monsters_tiles/wargdire_wolf.png	0
enemy	giant_rat	base	data/monsters_tiles/giant_rat.png	0
enemy	dryad	base	data/monsters_tiles/dryad.png	0
enemy	wendigo	base	data/monsters_tiles/wendigo.png	0
enemy	rock_golem	base	data/monsters_tiles/rock_golem.png	0
enemy	centaur	base	data/monsters_tiles/centaur.png	0
enemy	naga	base	data/monsters_tiles/naga.png	0
enemy	forest_spirit	base	data/monsters_tiles/forest_spirit.png	0
enemy	satyr	base	data/monsters_tiles/satyr.png	0
enemy	minotaur	base	data/monsters_tiles/minotaur.png	0
enemy	harpy	base	data/monsters_tiles/harpy.png	0
enemy	gorgonmedusa	base	data/monsters_tiles/gorgonmedusa.png	0
enemy	lizardfolk_kobold_reptile	base	data/monsters_tiles/lizardfolk_kobold_reptile.png	0
enemy	drake_lesser_dragon	base	data/monsters_tiles/drake_lesser_dragon.png	0
enemy	dragon	base	data/monsters_tiles/dragon.png	0
enemy	cockatrice	base	data/monsters_tiles/cockatrice.png	0
enemy	basilisk	base	data/monsters_tiles/basilisk.png	0
enemy	small_kobold_canine	base	data/monsters_tiles/small_kobold_canine.png	0
enemy	kobold_canine	base	data/monsters_tiles/kobold_canine.png	0
enemy	small_myconid	base	data/monsters_tiles/small_myconid.png	0
enemy	large_myconid	base	data/monsters_tiles/large_myconid.png	0
enemy	angel_archangel	base	data/monsters_tiles/angel_archangel.png	0
enemy	imp_devil	base	data/monsters_tiles/imp_devil.png	0
enemy	small_writhing_mass	base	data/monsters_tiles/small_writhing_mass.png	0
enemy	large_writhing_mass	base	data/monsters_tiles/large_writhing_mass.png	0
enemy	writhing_humanoid	base	data/monsters_tiles/writhing_humanoid.png	0
animal	grizzly_bear	base	data/animals_tiles/grizzly_bear.png	0
animal	black_bear	base	data/animals_tiles/black_bear.png	0
animal	polar_bear	base	data/animals_tiles/polar_bear.png	0
animal	panda	base	data/animals_tiles/panda.png	0
animal	chimpanzee	base	data/animals_tiles/chimpanzee.png	0
animal	gorilla	base	data/animals_tiles/gorilla.png	0
animal	orangutan	base	data/animals_tiles/orangutan.png	0
animal	aye_aye	base	data/animals_tiles/aye_aye.png	0
animal	gibbon	base	data/animals_tiles/gibbon.png	0
animal	mandrill	base	data/animals_tiles/mandrill.png	0
animal	capuchin	base	data/animals_tiles/capuchin.png	0
animal	langur	base	data/animals_tiles/langur.png	0
animal	cat	base	data/animals_tiles/cat.png	0
animal	bobcat	base	data/animals_tiles/bobcat.png	0
animal	cougar	base	data/animals_tiles/cougar.png	0
animal	cheetah	base	data/animals_tiles/cheetah.png	0
animal	lynx	base	data/animals_tiles/lynx.png	0
animal	ocelot	base	data/animals_tiles/ocelot.png	0
animal	male_lion	base	data/animals_tiles/male_lion.png	0
animal	female_lion	base	data/animals_tiles/female_lion.png	0
animal	dog	base	data/animals_tiles/dog.png	0
animal	puppy	base	data/animals_tiles/puppy.png	0
animal	hyena	base	data/animals_tiles/hyena.png	0
animal	fox	base	data/animals_tiles/fox.png	0
animal	jackal	base	data/animals_tiles/jackal.png	0
animal	coyote	base	data/animals_tiles/coyote.png	0
animal	wolf	base	data/animals_tiles/wolf.png	0
animal	capybara	base	data/animals_tiles/capybara.png	0
animal	beaver	base	data/animals_tiles/beaver.png	0
animal	mink	base	data/animals_tiles/mink.png	0
animal	mongoose	base	data/animals_tiles/mongoose.png	0
animal	marmot	base	data/animals_tiles/marmot.png	0
animal	groundhog	base	data/animals_tiles/groundhog.png	0
animal	chinchilla	base	data/animals_tiles/chinchilla.png	0
animal	echidna	base	data/animals_tiles/echidna.png	0
animal	aardvark	base	data/animals_tiles/aardvark.png	0
animal	armadillo	base	data/animals_tiles/armadillo.png	0
animal	badger	base	data/animals_tiles/badger.png	0
animal	honeybadger	base	data/animals_tiles/honeybadger.png	0
animal	coati	base	data/animals_tiles/coati.png	0
animal	opossum	base	data/animals_tiles/opossum.png	0
animal	rabbit	base	data/animals_tiles/rabbit.png	0
animal	hare	base	data/animals_tiles/hare.png	0
animal	rat	base	data/animals_tiles/rat.png	0
animal	snake	base	data/animals_tiles/snake.png	0
animal	cobra	base	data/animals_tiles/cobra.png	0
animal	kingsnake	base	data/animals_tiles/kingsnake.png	0
animal	black_mamba	base	data/animals_tiles/black_mamba.png	0
animal	alligator	base	data/animals_tiles/alligator.png	0
animal	monitor_lizard	base	data/animals_tiles/monitor_lizard.png	0
animal	iguana	base	data/animals_tiles/iguana.png	0
animal	tortoise	base	data/animals_tiles/tortoise.png	0
animal	snapping_turtle	base	data/animals_tiles/snapping_turtle.png	0
animal	alligator_snapping_turtle	base	data/animals_tiles/alligator_snapping_turtle.png	0
animal	cow	base	data/animals_tiles/cow.png	0
animal	horse	base	data/animals_tiles/horse.png	0
animal	donkey	base	data/animals_tiles/donkey.png	0
animal	mule	base	data/animals_tiles/mule.png	0
animal	alpaca	base	data/animals_tiles/alpaca.png	0
animal	llama	base	data/animals_tiles/llama.png	0
animal	pig	base	data/animals_tiles/pig.png	0
animal	boar	base	data/animals_tiles/boar.png	0
animal	camel	base	data/animals_tiles/camel.png	0
animal	reindeercaribou	base	data/animals_tiles/reindeercaribou.png	0
animal	water_buffalo	base	data/animals_tiles/water_buffalo.png	0
animal	yak	base	data/animals_tiles/yak.png	0
animal	seagull	base	data/animals_tiles/seagull.png	0
animal	barn_owl	base	data/animals_tiles/barn_owl.png	0
animal	common_buzzard	base	data/animals_tiles/common_buzzard.png	0
animal	kangaroo	base	data/animals_tiles/kangaroo.png	0
animal	koala	base	data/animals_tiles/koala.png	0
animal	penguin	base	data/animals_tiles/penguin.png	0
animal	little_penguin	base	data/animals_tiles/little_penguin.png	0
animal	cassowary	base	data/animals_tiles/cassowary.png	0
animal	emu	base	data/animals_tiles/emu.png	0
animal	chicken	base	data/animals_tiles/chicken.png	0
animal	rooster	base	data/animals_tiles/rooster.png	0
animal	mallard_duck	base	data/animals_tiles/mallard_duck.png	0
animal	swan	base	data/animals_tiles/swan.png	0
animal	turkey	base	data/animals_tiles/turkey.png	0
animal	guineafowl	base	data/animals_tiles/guineafowl.png	0
animal	peacock	base	data/animals_tiles/peacock.png	0
animal	goat	base	data/animals_tiles/goat.png	0
animal	mountain_goat	base	data/animals_tiles/mountain_goat.png	0
animal	ibex	base	data/animals_tiles/ibex.png	0
animal	sheep_ram	base	data/animals_tiles/sheep_ram.png	0
animal	sheep_ewe	base	data/animals_tiles/sheep_ewe.png	0
tile	dirt_wall_top	base	data/tiles_tiles/dirt_wall_top.png	0
tile	dirt_wall_side	base	data/tiles_tiles/dirt_wall_side.png	0
tile	inner_wall	base	data/tiles_tiles/inner_wall.png	0
tile	rough_stone_wall_top	base	data/tiles_tiles/rough_stone_wall_top.png	0
tile	rough_stone_wall_side	base	data/tiles_tiles/rough_stone_wall_side.png	0
tile	stone_brick_wall_top	base	data/tiles_tiles/stone_brick_wall_top.png	0
tile	stone_brick_wall_side_1	base	data/tiles_tiles/stone_brick_wall_side_1.png	0
tile	stone_brick_wall_side_2	base	data/tiles_tiles/stone_brick_wall_side_2.png	0
tile	igneous_wall_top	base	data/tiles_tiles/igneous_wall_top.png	0
tile	igneous_wall_side	base	data/tiles_tiles/igneous_wall_side.png	0
tile	large_stone_wall_top	base	data/tiles_tiles/large_stone_wall_top.png	0
tile	large_stone_wall_side	base	data/tiles_tiles/large_stone_wall_side.png	0
tile	catacombs_skull_wall_top	base	data/tiles_tiles/catacombs_skull_wall_top.png	0
tile	catacombs_skull_walls_side	base	data/tiles_tiles/catacombs_skull_walls_side.png	0
tile	blank_floor_dark_grey	base	data/tiles_tiles/blank_floor_dark_grey.png	0
tile	floor_stone_1	base	data/tiles_tiles/floor_stone_1.png	0
tile	floor_stone_2	base	data/tiles_tiles/floor_stone_2.png	0
tile	floor_stone_3	base	data/tiles_tiles/floor_stone_3.png	0
tile	floor_stone_1_no_bg	base	data/tiles_tiles/floor_stone_1_no_bg.png	0
tile	floor_stone_2_no_bg	base	data/tiles_tiles/floor_stone_2_no_bg.png	0
tile	floor_stone_3_no_bg	base	data/tiles_tiles/floor_stone_3_no_bg.png	0
tile	blank_floor_dark_purple	base	data/tiles_tiles/blank_floor_dark_purple.png	0
tile	grass_1	base	data/tiles_tiles/grass_1.png	0
tile	grass_2	base	data/tiles_tiles/grass_2.png	0
tile	grass_3	base	data/tiles_tiles/grass_3.png	0
tile	grass_1_no_bg	base	data/tiles_tiles/grass_1_no_bg.png	0
tile	grass_2_no_bg	base	data/tiles_tiles/grass_2_no_bg.png	0
tile	grass_3_no_bg	base	data/tiles_tiles/grass_3_no_bg.png	0
tile	empty	base	data/tiles_tiles/empty.png	0
tile	dirt_1	base	data/tiles_tiles/dirt_1.png	0
tile	dirt_2	base	data/tiles_tiles/dirt_2.png	0
tile	dirt_3	base	data/tiles_tiles/dirt_3.png	0
tile	dirt_1_no_bg	base	data/tiles_tiles/dirt_1_no_bg.png	0
tile	dirt_2_no_bg	base	data/tiles_tiles/dirt_2_no_bg.png	0
tile	dirt_3_no_bg	base	data/tiles_tiles/dirt_3_no_bg.png	0
tile	empty	base	data/tiles_tiles/empty.png	0
tile	stone_floor_1	base	data/tiles_tiles/stone_floor_1.png	0
tile	stone_floor_2	base	data/tiles_tiles/stone_floor_2.png	0
tile	stone_floor_3	base	data/tiles_tiles/stone_floor_3.png	0
tile	stone_floor_1_no_bg	base	data/tiles_tiles/stone_floor_1_no_bg.png	0
tile	stone_floor_2_no_bg	base	data/tiles_tiles/stone_floor_2_no_bg.png	0
tile	stone_floor_3_no_bg	base	data/tiles_tiles/stone_floor_3_no_bg.png	0
tile	empty	base	data/tiles_tiles/empty.png	0
tile	bone_1	base	data/tiles_tiles/bone_1.png	0
tile	bone_2	base	data/tiles_tiles/bone_2.png	0
tile	bone_3	base	data/tiles_tiles/bone_3.png	0
tile	bone_1_no_bg	base	data/tiles_tiles/bone_1_no_bg.png	0
tile	bone_2_no_bg	base	data/tiles_tiles/bone_2_no_bg.png	0
tile	bone_3_no_bg	base	data/tiles_tiles/bone_3_no_bg.png	0
tile	blank_red_floor	base	data/tiles_tiles/blank_red_floor.png	0
tile	red_stone_floor_1_red_bg	base	data/tiles_tiles/red_stone_floor_1_red_bg.png	0
tile	red_stone_floor_2_red_bg	base	data/tiles_tiles/red_stone_floor_2_red_bg.png	0
tile	red_stone_floor_3_red_bg	base	data/tiles_tiles/red_stone_floor_3_red_bg.png	0
tile	red_stone_floor_1_no_bg	base	data/tiles_tiles/red_stone_floor_1_no_bg.png	0
tile	red_stone_floor_2_no_bg	base	data/tiles_tiles/red_stone_floor_2_no_bg.png	0
tile	red_stone_floor_3_no_bg	base	data/tiles_tiles/red_stone_floor_3_no_bg.png	0
tile	blank_blue_floor	base	data/tiles_tiles/blank_blue_floor.png	0
tile	blue_stone_floor_1_blue_bg	base	data/tiles_tiles/blue_stone_floor_1_blue_bg.png	0
tile	blue_stone_floor_2_blue_bg	base	data/tiles_tiles/blue_stone_floor_2_blue_bg.png	0
tile	blue_stone_floor_3_blue_bg	base	data/tiles_tiles/blue_stone_floor_3_blue_bg.png	0
tile	blank_green_floor	base	data/tiles_tiles/blank_green_floor.png	0
tile	dirt_1_green_bg	base	data/tiles_tiles/dirt_1_green_bg.png	0
tile	dirt_2_green_bg	base	data/tiles_tiles/dirt_2_green_bg.png	0
tile	dirt_3_green_bg	base	data/tiles_tiles/dirt_3_green_bg.png	0
tile	empty	base	data/tiles_tiles/empty.png	0
tile	grass_1_green_bg	base	data/tiles_tiles/grass_1_green_bg.png	0
tile	grass_2_green_bg	base	data/tiles_tiles/grass_2_green_bg.png	0
tile	grass_3_green_bg	base	data/tiles_tiles/grass_3_green_bg.png	0
tile	dark_brown_bg	base	data/tiles_tiles/dark_brown_bg.png	0
tile	bones_1_dark_brown_bg	base	data/tiles_tiles/bones_1_dark_brown_bg.png	0
tile	bones_2_dark_brown_bg	base	data/tiles_tiles/bones_2_dark_brown_bg.png	0
tile	bones_3_dark_brown_bg	base	data/tiles_tiles/bones_3_dark_brown_bg.png	0
tile	door_1	base	data/tiles_tiles/door_1.png	0
tile	door_2	base	data/tiles_tiles/door_2.png	0
tile	framed_door_1_shut	base	data/tiles_tiles/framed_door_1_shut.png	0
tile	framed_door_1_open	base	data/tiles_tiles/framed_door_1_open.png	0
tile	framed_door_2_shut	base	data/tiles_tiles/framed_door_2_shut.png	0
tile	framed_door_2_open	base	data/tiles_tiles/framed_door_2_open.png	0
tile	grated_door	base	data/tiles_tiles/grated_door.png	0
tile	staircase_down	base	data/tiles_tiles/staircase_down.png	0
tile	staircase_up	base	data/tiles_tiles/staircase_up.png	0
tile	pressure_plate_up	base	data/tiles_tiles/pressure_plate_up.png	0
tile	pressure_plate_down	base	data/tiles_tiles/pressure_plate_down.png	0
tile	chute	base	data/tiles_tiles/chute.png	0
tile	pit	base	data/tiles_tiles/pit.png	0
tile	trap_door	base	data/tiles_tiles/trap_door.png	0
tile	pentagram	base	data/tiles_tiles/pentagram.png	0
tile	spikes_down	base	data/tiles_tiles/spikes_down.png	0
tile	spites_up	base	data/tiles_tiles/spites_up.png	0
tile	chest_closed	base	data/tiles_tiles/chest_closed.png	0
tile	chest_open	base	data/tiles_tiles/chest_open.png	0
tile	jar_closed	base	data/tiles_tiles/jar_closed.png	0
tile	jar_open	base	data/tiles_tiles/jar_open.png	0
tile	barrel	base	data/tiles_tiles/barrel.png	0
tile	ore_sack	base	data/tiles_tiles/ore_sack.png	0
tile	log_pile	base	data/tiles_tiles/log_pile.png	0
tile	large_rock_1	base	data/tiles_tiles/large_rock_1.png	0
tile	large_rock_2	base	data/tiles_tiles/large_rock_2.png	0
tile	buckwheet	base	data/tiles_tiles/buckwheet.png	0
tile	flax	base	data/tiles_tiles/flax.png	0
tile	papyrus_sedge	base	data/tiles_tiles/papyrus_sedge.png	0
tile	kenaf	base	data/tiles_tiles/kenaf.png	0
tile	ramie	base	data/tiles_tiles/ramie.png	0
tile	jute	base	data/tiles_tiles/jute.png	0
tile	rice	base	data/tiles_tiles/rice.png	0
tile	wheat	base	data/tiles_tiles/wheat.png	0
tile	maize_corn	base	data/tiles_tiles/maize_corn.png	0
tile	amaranth	base	data/tiles_tiles/amaranth.png	0
tile	quinoa	base	data/tiles_tiles/quinoa.png	0
tile	bitter_vetch	base	data/tiles_tiles/bitter_vetch.png	0
tile	sorghum	base	data/tiles_tiles/sorghum.png	0
tile	red_spinach	base	data/tiles_tiles/red_spinach.png	0
tile	cotton	base	data/tiles_tiles/cotton.png	0
tile	alfalfa	base	data/tiles_tiles/alfalfa.png	0
tile	small_mushrooms	base	data/tiles_tiles/small_mushrooms.png	0
tile	large_mushroom	base	data/tiles_tiles/large_mushroom.png	0
tile	corpse_bones_1	base	data/tiles_tiles/corpse_bones_1.png	0
tile	corpse_bones_2	base	data/tiles_tiles/corpse_bones_2.png	0
tile	blood_spatter_1	base	data/tiles_tiles/blood_spatter_1.png	0
tile	blood_spatter_2	base	data/tiles_tiles/blood_spatter_2.png	0
tile	slime_small	base	data/tiles_tiles/slime_small.png	0
tile	slime_large	base	data/tiles_tiles/slime_large.png	0
tile	coffin_closed	base	data/tiles_tiles/coffin_closed.png	0
tile	coffin_ajar	base	data/tiles_tiles/coffin_ajar.png	0
tile	coffin_open	base	data/tiles_tiles/coffin_open.png	0
tile	sarcophagus_closed	base	data/tiles_tiles/sarcophagus_closed.png	0
tile	sarcophagus_ajar	base	data/tiles_tiles/sarcophagus_ajar.png	0
tile	sarcophagus_open	base	data/tiles_tiles/sarcophagus_open.png	0
tile	sapling	base	data/tiles_tiles/sapling.png	0
tile	small_tree	base	data/tiles_tiles/small_tree.png	0
tile	tree	base	data/tiles_tiles/tree.png	0
tile	two_tile_tree	base	data/tiles_tiles/two_tile_tree.png	0
item	dagger	base	data/items_tiles/dagger.png	0
item	short_sword	base	data/items_tiles/short_sword.png	0
item	short_sword_2	base	data/items_tiles/short_sword_2.png	0
item	long_sword	base	data/items_tiles/long_sword.png	0
item	bastard_sword	base	data/items_tiles/bastard_sword.png	0
item	zweihander	base	data/items_tiles/zweihander.png	0
item	sanguine_dagger	base	data/items_tiles/sanguine_dagger.png	0
item	magic_dagger	base	data/items_tiles/magic_dagger.png	0
item	crystal_sword	base	data/items_tiles/crystal_sword.png	0
item	evil_sword	base	data/items_tiles/evil_sword.png	0
item	flame_sword	base	data/items_tiles/flame_sword.png	0
item	wide_short_sword	base	data/items_tiles/wide_short_sword.png	0
item	wide_long_sword	base	data/items_tiles/wide_long_sword.png	0
item	rapier	base	data/items_tiles/rapier.png	0
item	long_rapier	base	data/items_tiles/long_rapier.png	0
item	flamberge	base	data/items_tiles/flamberge.png	0
item	large_flamberge	base	data/items_tiles/large_flamberge.png	0
item	great_sword	base	data/items_tiles/great_sword.png	0
item	shotel	base	data/items_tiles/shotel.png	0
item	scimitar	base	data/items_tiles/scimitar.png	0
item	large_scimitar	base	data/items_tiles/large_scimitar.png	0
item	great_scimitar	base	data/items_tiles/great_scimitar.png	0
item	kukri	base	data/items_tiles/kukri.png	0
item	hand_axe	base	data/items_tiles/hand_axe.png	0
item	battle_axe	base	data/items_tiles/battle_axe.png	0
item	halberd	base	data/items_tiles/halberd.png	0
item	great_axe	base	data/items_tiles/great_axe.png	0
item	giant_axe	base	data/items_tiles/giant_axe.png	0
item	hatchet	base	data/items_tiles/hatchet.png	0
item	woodcutter's_axe	base	data/items_tiles/woodcutter's_axe.png	0
item	blacksmiths_hammer	base	data/items_tiles/blacksmiths_hammer.png	0
item	short_warhammer	base	data/items_tiles/short_warhammer.png	0
item	long_warhammer	base	data/items_tiles/long_warhammer.png	0
item	hammer	base	data/items_tiles/hammer.png	0
item	great_hammer	base	data/items_tiles/great_hammer.png	0
item	mace_1	base	data/items_tiles/mace_1.png	0
item	mace_2	base	data/items_tiles/mace_2.png	0
item	great_mace	base	data/items_tiles/great_mace.png	0
item	spiked_bat	base	data/items_tiles/spiked_bat.png	0
item	spear	base	data/items_tiles/spear.png	0
item	short_spear	base	data/items_tiles/short_spear.png	0
item	pitchfork	base	data/items_tiles/pitchfork.png	0
